Model 1,Model 2,Model 1 Mean,Model 1 Std Error,Model 1 Confidence Interval,Model 2 Mean,Model 2 Std Error,Model 2 Confidence Interval,p-value
PLOS_gpt4_os,PLOS_pmcllama-13b_finetuned,0.2387,0.0087,[0.2242 0.2554],0.2579,0.0143,[0.2336 0.2887],1.04e-19
PLOS_gpt4_5s,PLOS_llama2-13b_finetuned,0.242,0.0094,[0.2241 0.261 ],0.2581,0.0146,[0.2336 0.2833],2.39e-15
PLOS_gpt4_5s,PLOS_llama2-13b-chat_zs,0.242,0.0094,[0.2241 0.261 ],0.2118,0.0099,[0.1958 0.2292],1.65e-32
PLOS_gpt4_5s,PLOS_llama2-13b-chat_os,0.242,0.0094,[0.2241 0.261 ],0.1832,0.015,[0.1512 0.2108],2.5199999999999998e-34
PLOS_gpt4_5s,PLOS_llama2-13b-chat_5s,0.242,0.0094,[0.2241 0.261 ],0.1664,0.0091,[0.1492 0.1867],2.5199999999999998e-34
PLOS_gpt4_5s,PLOS_pmcllama-13b_finetuned,0.242,0.0094,[0.2241 0.261 ],0.2579,0.0143,[0.2336 0.2887],8.64e-15
PLOS_llama2-13b_finetuned,PLOS_llama2-13b-chat_zs,0.2581,0.0146,[0.2336 0.2833],0.2118,0.0099,[0.1958 0.2292],5.5e-34
PLOS_llama2-13b_finetuned,PLOS_llama2-13b-chat_os,0.2581,0.0146,[0.2336 0.2833],0.1832,0.015,[0.1512 0.2108],2.5199999999999998e-34
PLOS_llama2-13b_finetuned,PLOS_llama2-13b-chat_5s,0.2581,0.0146,[0.2336 0.2833],0.1664,0.0091,[0.1492 0.1867],2.5199999999999998e-34
PLOS_llama2-13b_finetuned,PLOS_pmcllama-13b_finetuned,0.2581,0.0146,[0.2336 0.2833],0.2579,0.0143,[0.2336 0.2887],0.977
PLOS_llama2-13b-chat_zs,PLOS_llama2-13b-chat_os,0.2118,0.0099,[0.1958 0.2292],0.1832,0.015,[0.1512 0.2108],1.51e-28
PLOS_llama2-13b-chat_zs,PLOS_llama2-13b-chat_5s,0.2118,0.0099,[0.1958 0.2292],0.1664,0.0091,[0.1492 0.1867],2.5199999999999998e-34
PLOS_llama2-13b-chat_zs,PLOS_pmcllama-13b_finetuned,0.2118,0.0099,[0.1958 0.2292],0.2579,0.0143,[0.2336 0.2887],3.96e-34
PLOS_llama2-13b-chat_os,PLOS_llama2-13b-chat_5s,0.1832,0.015,[0.1512 0.2108],0.1664,0.0091,[0.1492 0.1867],7.95e-17
PLOS_llama2-13b-chat_os,PLOS_pmcllama-13b_finetuned,0.1832,0.015,[0.1512 0.2108],0.2579,0.0143,[0.2336 0.2887],2.5199999999999998e-34
PLOS_llama2-13b-chat_5s,PLOS_pmcllama-13b_finetuned,0.1664,0.0091,[0.1492 0.1867],0.2579,0.0143,[0.2336 0.2887],2.5199999999999998e-34
